room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365
Entire home/apt,290,2,1,1,235
Entire home/apt,225,1,32,2.4,103
Entire home/apt,160,4,12,4.3,1
Entire home/apt,175,7,2,1.3,121
Entire home/apt,275,1,5,1.4,286
Entire home/apt,139,2,3,0.5,156
Private room,100,7,0,,277
Entire home/apt,147,4,30,0.7,246
Private room,75,3,59,1.7,108
Entire home/apt,139,2,12,1.3,21
Entire home/apt,125,2,2,1.4,177
Private room,100,1,0,,284
Entire home/apt,175,5,4,0.2,136
Entire home/apt,361,5,1,0,126
Private room,115,1,9,3.4,147
Private room,105,3,84,3.7,304
Entire home/apt,175,1,3,0.6,355
Entire home/apt,300,3,38,1.9,183
Entire home/apt,130,1,6,3.5,251
Private room,78,2,3,0.1,81
Entire home/apt,130,14,21,0.7,238
Private room,125,2,27,2.4,359
Entire home/apt,189,4,20,2.1,21
Entire home/apt,245,2,80,3.1,152
Entire home/apt,225,1,32,4.3,0
Entire home/apt,550,3,11,0.3,342
Private room,89,2,163,3.3,296
Entire home/apt,100,4,3,0.1,365
Private room,79,5,32,1,283
Entire home/apt,179,30,25,1.2,304
Entire home/apt,170,2,2,0.3,176
Private room,139,1,22,0.8,0
Entire home/apt,180,2,16,0.8,330
Private room,180,3,0,,53
Entire home/apt,165,4,3,0.3,2
Entire home/apt,149,3,30,0.9,350
Entire home/apt,575,5,4,0.4,123
Entire home/apt,245,1,7,0.6,11
Entire home/apt,249,1,3,0.3,0
Entire home/apt,170,2,1,1,284
Private room,80,2,0,,147
Entire home/apt,200,1,0,,206
Private room,120,1,0,,90
Private room,70,4,74,1.3,304
Private room,119,2,2,1.1,276
Entire home/apt,200,4,1,0.3,249
Entire home/apt,150,1,3,0.3,331
Entire home/apt,150,2,103,1.9,295
Private room,60,30,29,1.6,230
Entire home/apt,150,1,58,6.2,326
Entire home/apt,145,3,52,2,250
Entire home/apt,195,5,2,0.1,136
Entire home/apt,145,2,142,4,10
Private room,65,5,16,0.3,360
Entire home/apt,180,3,74,3.3,303
Entire home/apt,125,2,23,1.7,321
Private room,135,4,42,5.8,202
Entire home/apt,140,2,75,3.6,285
Entire home/apt,140,1,8,1.6,352
Private room,99,3,66,3.5,179
Entire home/apt,159,3,13,1.8,362
Entire home/apt,135,3,24,1.2,184
Entire home/apt,99,4,9,0.9,95
Entire home/apt,145,1,6,6,14
Private room,180,1,0,,53
Private room,350,1,0,,357
Entire home/apt,165,4,4,0.1,119
Private room,119,2,5,1.3,289
Private room,89,3,134,2.2,344
Entire home/apt,126,2,19,4.1,316
Entire home/apt,225,3,26,1.3,88
Entire home/apt,130,3,5,0.2,266
Entire home/apt,169,4,3,0.4,281
Entire home/apt,140,3,42,1.7,66
Entire home/apt,189,2,13,1.7,168
Private room,100,2,9,1.1,353
Entire home/apt,195,2,24,1.1,299
Private room,100,1,0,,298
Entire home/apt,125,5,58,1.7,160
Entire home/apt,225,3,17,3.3,291
Private room,105,3,62,4.1,122
Entire home/apt,295,2,12,0.3,332
Private room,125,2,81,1.4,332
Entire home/apt,155,3,4,0.4,0
Entire home/apt,185,2,2,0.1,228
Private room,127,4,25,0.9,63
Private room,85,1,12,2.9,271
Private room,75,2,3,0.4,209
Entire home/apt,145,3,30,3.2,140
Entire home/apt,140,4,0,,125
Private room,105,4,20,1.6,332
Entire home/apt,120,2,67,1.2,195
Entire home/apt,150,2,24,1.7,296
Entire home/apt,250,6,0,,49
Private room,90,1,13,0.3,365
Entire home/apt,249,3,1,0.1,0
Entire home/apt,180,2,1,0.1,263
Entire home/apt,200,1,0,,127
Entire home/apt,145,3,33,1.1,133
Entire home/apt,150,3,0,,93
Entire home/apt,240,5,24,1.5,85
Entire home/apt,350,4,0,,326
Entire home/apt,145,4,2,0.2,78
Entire home/apt,175,3,33,2.4,311
Entire home/apt,175,1,46,2.4,137
Entire home/apt,145,3,0,,36
Private room,90,2,84,1.8,289
Entire home/apt,295,2,17,3.4,96
Entire home/apt,349,5,2,0.2,188
Private room,160,1,1,0.6,365
Entire home/apt,130,1,13,0.6,218
Private room,134,2,1,0.1,337
Entire home/apt,550,3,4,0.3,137
Entire home/apt,245,2,6,0.9,329
Private room,111,2,19,6,14
Entire home/apt,345,7,0,,358
Entire home/apt,149,7,6,0.4,307
Private room,89,1,37,1,252
Private room,58,2,9,0.4,271
Entire home/apt,175,2,5,1.1,123
Private room,108,1,0,,244
Entire home/apt,400,1,67,3.1,293
Private room,130,1,0,,365
Entire home/apt,135,3,153,4.2,222
Entire home/apt,160,3,7,0.3,244
Entire home/apt,128,3,56,1.6,188
Entire home/apt,400,1,35,1.4,263
Entire home/apt,250,3,1,1,271
Entire home/apt,250,3,24,0.7,123
Entire home/apt,170,2,2,0.2,285
Shared room,23,30,15,0.3,261
Entire home/apt,200,3,19,0.6,21
Entire home/apt,299,7,0,,58
Entire home/apt,164,30,4,1,276
Entire home/apt,235,4,19,0.7,269
Entire home/apt,225,2,30,2.1,123
Entire home/apt,135,7,4,0.4,241
Entire home/apt,225,1,14,1.2,234
Private room,85,3,12,0.8,191
Entire home/apt,350,2,8,1.8,82
Entire home/apt,180,3,3,1,262
Entire home/apt,200,3,4,0.3,271
Entire home/apt,144,3,12,1.7,46
Entire home/apt,139,2,13,2.6,292
Private room,120,1,0,,64
Entire home/apt,100,4,4,0.1,365
Entire home/apt,149,2,8,0.3,267
Entire home/apt,180,3,28,1.6,226
Private room,85,1,1,0.1,362
Entire home/apt,165,1,46,4.7,357
Private room,110,2,9,1.6,307
Entire home/apt,143,1,1,0.1,208
Private room,300,1,0,,365
Entire home/apt,215,2,1,0.6,255
Entire home/apt,130,7,1,0.1,237
Entire home/apt,145,1,0,,317
Private room,85,2,53,4.2,188
Private room,58,3,2,0.2,123
Entire home/apt,140,3,47,1,256
Private room,95,2,33,1.4,208
Entire home/apt,179,2,85,2,25
Entire home/apt,450,5,1,0.4,356
Private room,89,1,29,0.6,157
Entire home/apt,295,30,16,1.2,103
Entire home/apt,100,3,1,0.2,127
Private room,58,3,1,0.1,147
Entire home/apt,185,2,14,3.1,267
Private room,85,2,72,1.9,282
Entire home/apt,375,3,3,0.1,270
Entire home/apt,150,2,1,0.1,362
Entire home/apt,175,3,25,0.5,10
Entire home/apt,115,2,1,0.3,150
Entire home/apt,455,4,10,0.5,276
Private room,41,30,9,0.2,252
Entire home/apt,140,2,1,0.1,149
Private room,152,5,3,0.4,215
Entire home/apt,390,3,1,0.1,317
Private room,125,2,126,2.7,138
Entire home/apt,300,5,0,,308
Private room,138,3,29,1.1,316
Entire home/apt,200,2,4,0.4,345
Entire home/apt,185,2,0,,124
Entire home/apt,150,1,47,3.8,269
Private room,90,2,0,,123
Entire home/apt,80,4,37,1.7,208
Entire home/apt,117,3,12,0.4,222
Private room,85,5,0,,145
Entire home/apt,250,2,37,1.7,62
Entire home/apt,150,1,1,1,336
Entire home/apt,300,4,2,0.2,0
Private room,120,1,1,0.1,122
Entire home/apt,115,3,40,2.2,123
Entire home/apt,130,3,68,2.5,294
Private room,110,1,30,2.6,331
Private room,119,2,44,2,297
Private room,120,1,0,,365
Entire home/apt,190,2,0,,100
Entire home/apt,220,2,2,1.3,174
Private room,175,2,4,0.5,363
Entire home/apt,124,1,55,4,247
Entire home/apt,159,2,6,0.2,244
Shared room,65,2,26,0.8,330
Entire home/apt,149,1,6,0.3,316
Private room,135,3,46,2.8,106
Private room,75,2,0,,365
Private room,107,3,150,3.3,53
Private room,85,1,1,0.1,267
Entire home/apt,195,2,7,0.7,194
Private room,47,30,15,0.4,297
Entire home/apt,160,4,7,0.2,144
Private room,75,1,0,,334
Private room,70,1,59,1.3,150
Entire home/apt,329,3,0,,212
Entire home/apt,145,2,23,0.8,244
Entire home/apt,349,3,2,0.2,365
Entire home/apt,275,2,8,0.6,159
Private room,90,3,102,3.1,193
Private room,85,1,18,1.8,337
Entire home/apt,149,3,52,2.4,24
Entire home/apt,160,2,27,0.9,233
Entire home/apt,325,2,18,0.5,68
Entire home/apt,210,4,107,1.5,347
Private room,100,2,76,1.6,104
Private room,89,1,29,0.7,301
Entire home/apt,150,2,75,1.3,189
Entire home/apt,120,4,72,2.9,281
Entire home/apt,140,1,0,,6
Private room,130,2,33,1.6,331
Entire home/apt,120,3,64,2.7,287
Entire home/apt,130,1,5,0.8,218
Entire home/apt,150,1,0,,128
Entire home/apt,145,1,0,,22
Entire home/apt,140,1,16,1.2,247
Entire home/apt,225,2,41,2.4,98
Private room,100,1,27,2.3,361
Entire home/apt,225,2,12,2.4,91
Entire home/apt,180,1,117,4.3,338
Entire home/apt,500,2,14,0.9,0
Entire home/apt,145,3,55,2.5,255
Entire home/apt,175,4,10,0.3,224
Shared room,43,1,28,1.7,189
Private room,140,2,0,,106
Entire home/apt,159,2,0,,52
Entire home/apt,113,1,0,,184
Entire home/apt,240,1,0,,365
Entire home/apt,125,3,3,0.2,0
Entire home/apt,225,1,0,,212
Entire home/apt,85,4,22,2.7,275
Entire home/apt,175,30,7,0.3,352
Entire home/apt,275,1,0,,337
Entire home/apt,165,1,0,,365
Entire home/apt,155,2,56,2.4,290
Entire home/apt,200,4,55,1.7,342
Entire home/apt,200,2,1,0.2,140
Shared room,68,2,22,1.1,350
Entire home/apt,180,1,4,0.9,319
Private room,115,1,74,2.9,225
Shared room,200,1,0,,365
Entire home/apt,199,3,0,,365
Entire home/apt,249,3,0,,365
Entire home/apt,225,3,1,0.2,365
Entire home/apt,150,1,0,,2
Entire home/apt,189,3,0,,39
Private room,150,2,1,1,81
Entire home/apt,225,3,0,,365
Entire home/apt,240,1,4,0.1,365
Shared room,65,1,55,2.6,354
Entire home/apt,225,2,0,,179
Shared room,29,23,3,0.1,246
Entire home/apt,250,3,17,1.9,341
Shared room,29,23,4,0.1,262
Entire home/apt,175,4,35,0.8,312
Private room,85,2,6,2.4,95
Entire home/apt,170,1,2,0.2,306
Private room,225,1,0,,5
Entire home/apt,170,1,0,,268
Entire home/apt,109,2,44,1.9,6
Entire home/apt,260,14,5,0.6,337
Private room,175,30,7,0.2,348
Entire home/apt,199,2,3,0.2,305
Private room,140,30,1,0.2,360
Entire home/apt,300,2,0,,365
Private room,110,2,6,1.4,327
Private room,140,1,2,1,336
Entire home/apt,400,2,12,2.4,232
Entire home/apt,160,1,1,1,345
Private room,129,1,38,4.7,336
Shared room,50,1,11,2.6,336
Entire home/apt,145,2,41,2,277
Entire home/apt,269,30,20,1.4,318
Entire home/apt,999,3,48,1.9,265
Private room,95,3,19,2.5,335
Entire home/apt,220,2,24,3.4,144
Entire home/apt,199,3,14,3.8,104
Entire home/apt,250,14,0,,108
Entire home/apt,300,7,1,0,124
Entire home/apt,195,3,1,0.1,135
Private room,155,6,0,,255
Private room,135,1,0,,365
Entire home/apt,150,3,110,4.2,215
Shared room,50,30,8,0.7,300
Entire home/apt,1525,2,9,0.4,365
Private room,200,1,0,,323
Entire home/apt,259,30,93,3,337
Entire home/apt,180,2,0,,167
Private room,185,2,36,0.8,262
Private room,152,4,0,,18
Entire home/apt,380,2,15,1,122
Entire home/apt,450,2,8,0.9,357
Entire home/apt,250,1,0,,122
Shared room,50,1,25,4.2,292
Private room,150,1,1,0.1,32
Entire home/apt,275,3,15,1.9,20
Entire home/apt,190,3,47,1.5,294
Shared room,50,1,17,3.1,314
Entire home/apt,450,7,0,,352
Entire home/apt,350,3,0,,0
Private room,150,2,25,2.2,174
Private room,100,2,7,0.8,348
Entire home/apt,259,30,13,0.6,252
Entire home/apt,375,1,3,0.4,257
Private room,130,1,0,,365
Entire home/apt,214,14,0,,303
Entire home/apt,215,1,0,,362
Entire home/apt,250,2,28,0.6,319
Entire home/apt,185,2,49,4.9,275
Entire home/apt,199,3,30,1.2,267
Entire home/apt,185,2,8,4.6,38
Private room,140,1,14,1,123
Entire home/apt,380,4,4,0.6,334
Entire home/apt,220,29,2,0.3,63
Entire home/apt,246,1,23,2.5,30
Entire home/apt,330,2,96,3.1,186
Private room,300,1,1,0.1,365
Shared room,55,5,9,0.7,280
Shared room,65,5,10,0.7,334
Entire home/apt,175,4,2,0.2,365
Entire home/apt,290,1,0,,258
Private room,121,1,9,1.3,363
Entire home/apt,219,1,17,1.4,256
Entire home/apt,200,1,5,1.4,279
Entire home/apt,225,2,2,0.3,124
Entire home/apt,400,1,94,4.9,325
Private room,85,2,2,1.1,39
Private room,162,2,3,0.4,365
Entire home/apt,124,1,62,4,253
Shared room,50,30,10,0.7,313
Entire home/apt,90,20,0,,127
Entire home/apt,269,3,7,2.8,274
Entire home/apt,200,1,0,,156
Entire home/apt,300,3,7,0.4,256
Entire home/apt,300,7,1,0.1,282
Entire home/apt,250,1,0,,331
Private room,350,1,1,1,365
Entire home/apt,250,3,6,0.2,48
Entire home/apt,515,1,14,0.4,365
Entire home/apt,360,6,10,1,57
Entire home/apt,207,30,1,0.3,215
Entire home/apt,171,1,28,3.1,24
Entire home/apt,180,3,8,0.8,277
Entire home/apt,349,2,16,2.3,115
Entire home/apt,243,1,23,2.5,31
Entire home/apt,199,4,56,3.7,233
Entire home/apt,250,5,0,,346
Entire home/apt,180,3,3,0.3,23
Entire home/apt,200,2,47,3,27
Entire home/apt,185,2,82,4.4,108
Private room,179,2,5,0.6,327
Entire home/apt,200,1,0,,154
Private room,90,1,30,4.1,187
Entire home/apt,240,2,7,0.9,338
Entire home/apt,475,2,2,2,299
Private room,110,1,9,3.2,362
Entire home/apt,255,3,1,1,279
Entire home/apt,699,1,0,,22
Entire home/apt,850,1,0,,149
Private room,150,1,0,,24
Entire home/apt,235,2,12,0.6,303
Entire home/apt,100,1,46,4,277
Private room,89,1,0,,351
Private room,125,1,1,1,173
Entire home/apt,252,3,1,0.3,258
Entire home/apt,495,3,13,2.1,258
Private room,130,7,0,,264
Entire home/apt,170,2,1,0.1,229
Private room,109,1,0,,280
Private room,400,1,3,0.3,365
Private room,350,1,0,,346
Entire home/apt,449,1,23,0.7,124
Entire home/apt,229,1,0,,124
Private room,149,1,13,3.6,312
Entire home/apt,350,1,4,1.5,365
Private room,85,3,17,2.6,179
Entire home/apt,250,2,1,0.1,0
Entire home/apt,180,3,87,4.6,65
Entire home/apt,275,3,0,,354
Entire home/apt,309,1,5,0.2,365
Entire home/apt,200,1,3,3,314
Entire home/apt,168,5,13,0.3,5
Entire home/apt,800,2,5,0.4,357
Entire home/apt,150,1,0,,315
Entire home/apt,140,1,162,2.4,223
Entire home/apt,200,3,30,3.1,290
Entire home/apt,240,1,24,4.8,274
Private room,109,1,0,,339
Private room,160,3,0,,365
Private room,129,2,3,2.1,354
Private room,89,1,0,,360
Entire home/apt,275,2,14,1,184
Entire home/apt,350,2,0,,175
Entire home/apt,295,2,4,0.7,49
Entire home/apt,200,1,9,1.1,67
Entire home/apt,190,1,15,0.7,123
Entire home/apt,475,3,21,0.9,282
Entire home/apt,200,1,0,,341
Private room,130,1,2,0.1,123
Entire home/apt,170,7,5,0.1,219
Entire home/apt,185,1,0,,13
Private room,70,1,0,,22
Entire home/apt,250,2,36,3.4,337
Private room,119,2,90,1.6,53
Entire home/apt,279,2,10,0.3,364
Private room,100,1,0,,177
Private room,69,1,5,5,10
Private room,149,1,49,2.4,126
Entire home/apt,185,3,9,2.2,129
Entire home/apt,450,2,1,0.5,0
Entire home/apt,395,2,15,0.5,47
Entire home/apt,525,2,0,,0
Entire home/apt,169,1,47,3.3,238
Entire home/apt,157,1,1,0.2,104
Entire home/apt,160,1,1,1,216
Private room,166,1,40,1.7,298
Entire home/apt,185,1,1,0.2,126
Entire home/apt,200,1,3,1.1,128
Entire home/apt,225,1,0,,51
Entire home/apt,269,14,4,2.1,340
Private room,135,3,0,,133
Entire home/apt,170,3,11,2.2,248
Entire home/apt,350,2,25,1.2,304
Entire home/apt,400,2,2,0.5,127
Entire home/apt,170,1,2,0.2,136
Private room,99,3,17,0.5,8
Entire home/apt,218,3,6,0.3,17
Entire home/apt,750,2,4,1,8
Private room,60,1,8,3.4,6
Entire home/apt,200,2,4,1.1,303
Entire home/apt,220,1,0,,22
Entire home/apt,450,5,37,1.1,332
Entire home/apt,195,4,46,0.8,351
Entire home/apt,175,2,1,1,20
Entire home/apt,189,2,1,0.2,308
Private room,150,1,2,0.6,355
Shared room,159,2,13,1.5,349
Private room,240,1,4,0.3,365
Entire home/apt,219,2,2,0.3,2
Private room,130,7,2,1.8,268
Private room,140,2,2,0.2,232
Entire home/apt,275,3,1,0.1,122
Entire home/apt,130,1,11,3.4,5
Entire home/apt,195,4,5,0.7,267
Entire home/apt,174,2,18,1.3,0
Entire home/apt,275,3,0,,219
Entire home/apt,650,2,1,0.1,114
Private room,114,1,0,,288
Private room,79,1,101,5.6,0
Private room,165,1,0,,0
Private room,179,1,3,3,344
Private room,149,1,21,1.5,365
Private room,150,3,181,3,321
Entire home/apt,275,1,0,,365
Entire home/apt,210,1,8,0.6,20
Entire home/apt,170,1,7,1,310
Entire home/apt,150,2,0,,327
Private room,99,1,0,,358
Private room,100,30,14,0.6,290
Entire home/apt,150,1,0,,0
Private room,159,1,2,0.4,365
Entire home/apt,180,1,29,3.7,303
Entire home/apt,1000,7,0,,50
Entire home/apt,325,2,45,3.9,282
Entire home/apt,290,3,21,1.6,300
Entire home/apt,499,1,0,,37
Entire home/apt,169,10,0,,171
Private room,75,1,30,4.4,63
Private room,59,1,46,6.1,91
Entire home/apt,145,3,44,4.3,168
Entire home/apt,109,2,5,0.3,0
Entire home/apt,199,2,20,1.4,78
Entire home/apt,248,1,9,0.9,128
Private room,100,1,0,,20
Private room,100,7,3,0.6,300
Private room,116,1,4,0.4,292
Private room,129,1,15,1.5,28
Entire home/apt,275,3,6,1.3,264
Entire home/apt,230,2,100,2.9,349
Entire home/apt,171,2,5,0.5,16
Private room,189,1,0,,348
Private room,100,7,0,,276
Private room,109,1,0,,365
Entire home/apt,999,1,13,2.5,329
Entire home/apt,375,2,40,4.6,212
Entire home/apt,200,3,4,0.9,12
Entire home/apt,489,1,0,,365
Entire home/apt,195,4,11,1.3,349
Entire home/apt,185,2,1,0.1,276
Private room,100,1,3,0.4,362
Entire home/apt,120,3,52,2.8,81
Entire home/apt,290,1,1,0.2,181
Entire home/apt,225,2,13,1.9,312
Entire home/apt,149,2,4,1.1,17
Entire home/apt,215,3,37,2.1,169
Entire home/apt,145,1,7,1.4,264
Entire home/apt,175,2,0,,206
Private room,99,1,0,,357
Entire home/apt,160,1,34,1.2,13
Private room,120,2,10,0.6,136
Private room,200,1,2,0.3,219
Entire home/apt,180,1,49,3.3,346
Entire home/apt,190,1,42,3,326
Private room,125,1,0,,290
Entire home/apt,289,2,0,,347
Entire home/apt,350,3,18,2.2,267
Private room,110,1,1,1,349
Private room,115,1,1,1,335
Entire home/apt,190,7,11,0.8,45
Entire home/apt,190,2,1,0.2,165
Entire home/apt,139,3,28,2.3,338
Private room,125,3,0,,365
Entire home/apt,250,1,1,0.3,342
Entire home/apt,175,3,12,1,123
Entire home/apt,220,2,6,4,334
Entire home/apt,700,2,1,1,241
Entire home/apt,350,4,33,1.5,275
Entire home/apt,150,1,8,0.4,109
Private room,140,1,0,,14
Entire home/apt,135,3,33,3.2,248
Private room,97,2,26,0.8,123
Entire home/apt,270,3,14,1.1,336
Entire home/apt,650,3,13,1.1,295
Entire home/apt,195,3,8,0.7,277
Private room,109,1,0,,363
Entire home/apt,150,30,36,2.8,218
Entire home/apt,179,3,4,0.5,111
Entire home/apt,119,10,0,,98
Private room,149,1,2,1.5,90
Entire home/apt,250,6,2,0.2,167
Entire home/apt,500,2,2,0.2,136
Entire home/apt,200,1,13,1,136
Private room,99,1,0,,365
Entire home/apt,249,1,0,,344
Private room,95,1,2,0.2,122
Entire home/apt,200,2,7,0.2,123
Entire home/apt,150,1,14,0.6,149
Entire home/apt,200,2,36,1.9,365
Entire home/apt,169,1,34,3.6,327
Private room,75,1,2,2,2
Private room,145,3,3,0.3,362
Entire home/apt,275,3,0,,124
Entire home/apt,199,1,25,1.2,350
Entire home/apt,675,3,3,0.2,365
Private room,140,2,63,4.3,64
Private room,99,1,0,,364
Private room,100,3,3,0.3,130
Private room,120,1,2,0.3,365
Private room,145,3,27,2,334
Private room,69,4,14,0.3,121
Private room,119,1,0,,262
Private room,118,3,37,1.7,264
Entire home/apt,189,2,5,0.8,176
Entire home/apt,169,1,3,1.7,4
Entire home/apt,199,2,2,0.2,258
Entire home/apt,230,1,0,,9
Private room,99,1,0,,305
Entire home/apt,200,1,60,2.9,322
Entire home/apt,255,1,4,0.2,0
Private room,90,1,0,,74
Entire home/apt,250,7,3,0.3,9
Entire home/apt,135,2,39,1.9,308
Private room,299,1,0,,365
Entire home/apt,230,1,53,2.1,160
Private room,89,5,12,0.5,358
Private room,75,1,0,,165
Entire home/apt,295,2,26,2,323
Private room,80,3,3,0.6,31
Entire home/apt,225,2,6,0.9,217
Entire home/apt,345,5,2,0.2,340
Entire home/apt,240,2,8,0.4,131
Private room,99,1,3,1.3,362
Entire home/apt,125,1,21,2.1,313
Private room,95,1,126,5.6,9
Private room,97,3,6,0.5,321
Private room,90,3,0,,105
Entire home/apt,146,2,62,2.9,255
Private room,225,1,0,,365
Private room,100,1,0,,138
Private room,90,2,6,2.4,103
Private room,79,2,18,2.1,306
Entire home/apt,139,1,94,6,314
Entire home/apt,140,2,2,2,219
Entire home/apt,155,12,3,0.2,263
Private room,80,1,0,,347
Shared room,55,3,31,3.5,325
Entire home/apt,350,2,0,,122
Entire home/apt,150,1,11,3.8,52
Private room,91,1,15,4.1,10
Entire home/apt,99,2,12,1.3,19
Private room,59,1,17,2.1,46
Entire home/apt,250,2,4,0.5,337
Entire home/apt,125,1,28,5,294
Private room,89,2,14,3.3,88
Entire home/apt,149,1,48,4.2,307
Entire home/apt,125,2,17,1.4,135
Private room,143,1,1,0.2,365
Private room,120,1,3,1.2,288
Private room,79,6,8,0.3,365
Private room,90,1,2,2,282
Entire home/apt,100,14,0,,213
Shared room,45,30,18,0.9,260
Entire home/apt,145,2,28,3.7,152
Entire home/apt,279,2,56,1.6,297
Private room,90,1,0,,148
Private room,89,1,41,2.7,308
Private room,70,2,59,5.1,238
Private room,90,2,83,6.9,199
Entire home/apt,245,1,0,,141
Entire home/apt,125,2,38,6.1,222
Entire home/apt,209,6,11,0.3,365
Entire home/apt,149,6,19,0.4,365
Private room,109,6,2,0.3,365
Private room,65,3,40,6.2,66
Entire home/apt,195,2,54,3.8,190
Private room,130,1,0,,308
Entire home/apt,145,5,69,2.2,150
Entire home/apt,200,2,8,1.2,331
Shared room,125,1,4,0.2,365
Private room,110,1,167,7,8
Private room,64,3,26,0.6,200
Entire home/apt,130,1,58,5.5,230
Shared room,45,30,17,0.7,334
Shared room,45,30,10,0.4,365
Shared room,45,30,11,0.5,338
Shared room,45,5,16,0.7,350
Shared room,60,5,15,0.7,365
Entire home/apt,130,5,12,1.2,33
Entire home/apt,350,3,19,1.9,25
Private room,79,2,9,1,320
Entire home/apt,5000,30,2,0.3,357
Private room,110,1,1,0.5,268
Private room,75,1,28,1.4,262
Private room,115,1,0,,365
Entire home/apt,95,1,124,6.7,235
Entire home/apt,230,2,50,2.1,191
Entire home/apt,328,3,2,0.6,348
Shared room,45,30,8,0.4,365
Private room,97,2,65,2.6,178
Entire home/apt,155,1,0,,55
Private room,199,2,2,0.1,203
Private room,75,1,0,,89
Entire home/apt,315,1,3,1.4,260
Shared room,45,5,12,0.6,329
Private room,99,2,15,0.5,75
Entire home/apt,175,3,21,1.1,351
Private room,70,1,2,1,340
Entire home/apt,135,1,20,1.8,176
Private room,100,1,8,0.6,174
Private room,69,1,23,2.9,59
Entire home/apt,215,1,45,5,289
Private room,65,1,0,,300
Private room,99,6,7,0.3,365
Private room,99,1,4,0.4,365
Entire home/apt,180,5,10,1,209
Entire home/apt,169,1,9,1.4,261
Private room,115,1,52,4.3,141
Entire home/apt,124,2,109,5.7,234
Entire home/apt,150,2,0,,12
Private room,140,2,15,0.7,212
Entire home/apt,215,7,2,0.2,50
Private room,156,1,0,,365
Entire home/apt,373,1,0,,139
Entire home/apt,179,1,12,3.4,90
Entire home/apt,149,2,33,1.9,253
Shared room,45,30,19,0.9,171
Entire home/apt,395,3,31,1.3,362
Entire home/apt,150,3,90,2.6,153
Private room,93,1,7,1.8,18
Entire home/apt,250,2,14,1,30
Entire home/apt,99,1,8,2.7,280
Entire home/apt,249,2,111,2.5,290
Private room,117,2,0,,347
Private room,140,2,0,,20
Private room,155,1,4,0.5,362
Entire home/apt,136,2,12,0.7,188
Entire home/apt,197,5,22,0.7,333
Private room,125,3,145,3.3,36
Entire home/apt,200,5,7,1.4,250
Entire home/apt,275,1,14,0.8,295
Private room,105,1,1,0.2,351
Entire home/apt,375,3,0,,68
Entire home/apt,150,2,1,0.7,44
Private room,75,2,8,0.6,92
Entire home/apt,390,3,9,0.5,355
Entire home/apt,179,2,28,1.8,230
Entire home/apt,225,2,6,0.3,141
Entire home/apt,200,2,1,0.8,241
Entire home/apt,135,3,14,2.3,231
Entire home/apt,165,3,13,2.2,255
Private room,99,2,8,0.8,0
Entire home/apt,150,1,13,1.9,304
Private room,125,2,5,1,201
Private room,108,1,0,,72
Entire home/apt,250,3,11,0.2,4
Entire home/apt,165,2,6,1.3,184
Entire home/apt,155,3,1,1,32
Private room,75,7,2,0.4,9
Private room,130,1,1,0.1,233
Private room,100,1,2,0.2,251
Entire home/apt,225,2,7,0.2,1
Entire home/apt,210,30,51,1.6,263
Entire home/apt,170,14,2,0.1,309
Private room,105,2,5,0.3,95
Entire home/apt,205,2,43,2.3,116
Private room,140,1,0,,14
Entire home/apt,169,1,200,5.1,253
Entire home/apt,300,2,16,0.8,333
Entire home/apt,240,3,26,0.7,352
Entire home/apt,150,2,15,0.4,3
Entire home/apt,250,3,34,1.8,351
Entire home/apt,250,2,0,,345
Entire home/apt,150,3,37,1.4,293
Shared room,85,1,0,,337
Shared room,70,4,60,1.7,246
Entire home/apt,349,2,35,1.7,169
Private room,89,3,2,1.1,160
Entire home/apt,165,2,1,0.1,357
Private room,150,1,12,1.3,324
Private room,124,1,203,4.9,264
Private room,90,2,63,1.9,246
Private room,89,1,0,,26
Private room,175,1,0,,113
Entire home/apt,250,5,0,,41
Private room,99,1,23,0.5,63
Private room,75,3,15,0.7,13
Entire home/apt,180,2,5,2.3,160
Private room,100,3,1,0.3,103
Private room,120,1,0,,93
Private room,99,5,4,0.5,234
Private room,115,1,0,,239
Entire home/apt,395,3,3,0.3,364
Private room,200,2,34,2.3,58
Entire home/apt,249,3,10,0.5,361
Private room,95,1,0,,51
Entire home/apt,295,3,0,,141
Entire home/apt,160,2,32,0.9,323
Private room,117,2,1,0.1,365
Entire home/apt,165,1,63,2.1,331
Entire home/apt,155,3,75,3.4,280
Private room,140,1,3,0.3,257
Private room,115,3,26,2.8,303
Private room,80,4,3,0.4,279
Entire home/apt,195,1,0,,5
Entire home/apt,145,2,1,0.2,307
Entire home/apt,200,1,0,,135
Entire home/apt,245,1,124,5.3,240
Private room,115,1,82,3.6,304
Entire home/apt,215,1,5,1.1,6
Entire home/apt,139,2,84,4,279
Entire home/apt,350,1,0,,365
Shared room,200,1,0,,87
Entire home/apt,300,1,2,0.3,0
Entire home/apt,350,7,1,0.1,131
Private room,113,2,3,0.4,316
Entire home/apt,110,2,70,2,123
Private room,120,3,1,0.8,42
Private room,141,2,21,4.3,143
Entire home/apt,175,3,29,2.7,283
Private room,150,2,12,1.8,353
Private room,85,1,16,1.4,353
Entire home/apt,170,2,32,0.5,246
Private room,75,3,9,0.5,0
Entire home/apt,132,1,5,2.1,60
Entire home/apt,175,1,4,0.4,123
Entire home/apt,270,2,3,0.2,2
Entire home/apt,135,2,9,6.1,330
Entire home/apt,250,3,10,1.1,259
